,Similarity,Emoji
0,0.9540197,😣
1,0.95259744,😓
2,0.9475077,😪
3,0.9320588,😖
4,0.9301579,😑
5,0.92970157,😔
6,0.9273542,🥲
7,0.92699367,🥴
8,0.9212756,😞
9,0.92123634,😫
10,0.9204274,😩
11,0.914606,😒
12,0.90132016,😕
13,0.90023935,🤧
14,0.8911612,😬
15,0.88813347,🙃
16,0.88681185,🙄
17,0.88091964,😭
18,0.8790865,😥
19,0.8783096,😐
20,0.87330705,😤
21,0.8725662,🥱
22,0.8668346,😌
23,0.85969615,🥺
24,0.8468176,😢
25,0.84001756,💀
26,0.8093822,🌚
27,0.79594684,😡
28,0.7728249,🤢
29,0.76825565,💔
30,0.7023681,😴
