,Similarity,Emoji
0,0.9062041,😍
1,0.8899875,🥰
2,0.8739193,😻
3,0.8675531,🤩
4,0.8584874,🥵
5,0.83130205,🤤
6,0.80272907,😋
7,0.63312835,🔥
