,Similarity,Emoji
0,0.9112198,💖
1,0.91096103,💛
2,0.9023052,🧡
3,0.89887375,💕
4,0.8960686,💓
5,0.8954451,💗
6,0.8810333,🤍
7,0.8720411,💘
8,0.8572156,💞
9,0.8540849,🖤
10,0.8531495,💜
11,0.83211845,♥
12,0.81217647,💫
13,0.8114054,💙
14,0.7636173,💚
15,0.70608157,❤
16,0.5956893,✨
