,Similarity,Emoji
0,0.92145467,🥸
1,0.9162526,🤕
2,0.90276515,😵
3,0.89797825,😟
4,0.8956666,😰
5,0.89417374,🤦
6,0.89233994,🙁
7,0.88446987,😶
8,0.88189375,😯
9,0.86749154,🤠
10,0.8613622,🤓
11,0.857901,🤥
12,0.8573772,😮
13,0.8561734,😠
14,0.8546644,🤫
15,0.8537259,😝
16,0.8421341,😳
17,0.83748776,🤯
18,0.8341833,🤮
19,0.82931,🙊
20,0.8280036,🤬
21,0.81854904,🤷
22,0.8017989,😱
23,0.80000937,💩
24,0.7815014,👎
25,0.7744231,😈
26,0.75986195,😲
27,0.7418188,😹
28,0.73088694,🥶
29,0.72885185,😨
30,0.6019243,😷
31,0.5693786,🤝
