,Similarity,Emoji
0,0.91595453,🥂
1,0.885365,🍾
2,0.869445,🤘
3,0.84386605,🌲
4,0.8435127,🍻
5,0.8085691,🍺
6,0.80663013,🎊
7,0.80611,🎅
8,0.77327037,✊
9,0.7703654,🎉
10,0.76441014,🎁
11,0.76312613,🤞
12,0.76062,🤗
13,0.75708133,🥳
14,0.752931,🍀
15,0.7528955,🙌
16,0.7475797,😊
17,0.7434533,😇
18,0.7425144,👊
19,0.7140642,🎂
20,0.7138359,🎄
21,0.6868325,👋
22,0.471027,🕯
