,Similarity,Emoji
0,0.92170113,😔
1,0.8839494,😪
2,0.8812877,😣
3,0.880403,😓
4,0.8756692,😭
5,0.86526334,😞
6,0.8529147,🥲
7,0.84223413,🙁
8,0.8368346,😩
9,0.83125836,🥺
10,0.81937176,😖
11,0.81794286,😫
12,0.8175181,😰
13,0.81366575,😥
14,0.80511785,😟
15,0.80444837,🤒
16,0.8028919,😿
17,0.8025745,🤧
18,0.79418385,☹
19,0.7841809,😢
20,0.7588361,😕
21,0.6803826,💔
22,0.60877776,😨
