,Similarity,Emoji
0,0.7818736,🌼
1,0.76229787,🌺
2,0.7492527,🌸
3,0.73694575,🌷
4,0.7280864,🕊
5,0.724223,🕌
6,0.7043307,🌻
7,0.699729,🦋
8,0.6932732,💝
9,0.6745751,🍉
10,0.65684557,🥀
11,0.6519202,💐
12,0.6337526,🍀
13,0.633684,🧿
14,0.629374,🤍
15,0.6292287,🍁
16,0.6281832,💖
17,0.62585306,🌹
18,0.62505084,💫
19,0.6183348,🌿
20,0.61283654,💞
21,0.5932666,💋
22,0.58210474,🫂
23,0.5803095,💎
24,0.5796134,🙏
25,0.54577494,✨
26,0.5244562,🤲
27,0.51006496,💯
28,0.45746854,🤝
