,Similarity,Emoji
0,0.87600374,💿
1,0.8552511,🎧
2,0.8101276,🎤
3,0.8077418,🔛
4,0.7830503,🔊
5,0.7407278,🎵
6,0.7280493,📻
7,0.71132064,🎶
8,0.67434156,🎬
9,0.6175824,©
